threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,5.0,1024106.0,515202.0,931103.0,462778.0,7363727.0,3668902.0,9318936.0
2,5.000009536743164,570692.0,301400.0,529208.0,249525.0,4189174.0,1982558.0,5289074.0
4,5.000006675720215,242619.0,142730.0,219457.0,90570.0,1733614.0,716042.0,2195690.0
8,5.000026226043701,193848.0,119166.0,176357.0,68173.0,1392647.0,538592.0,1762852.0
10,5.000010967254639,194649.0,119331.0,176797.0,68196.0,1398190.0,540735.0,1769636.0
20,5.000035762786865,200919.0,122651.0,182957.0,71297.0,1440633.0,561871.0,1824509.0
40,5.000096321105957,188868.0,116607.0,171560.0,65764.0,1355433.0,519014.0,1715861.0
64,5.000396251678467,187819.0,116439.0,171400.0,65649.0,1346305.0,516477.0,1705524.0
