threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,operations_per_thread
1,0,0,1.000000238418579,237094,140215,215554,88604,1705734,698265,2158382,[2158382]
1,1,0,1.0000004768371582,225815,134722,205380,83313,1625051,656620,2056246,[2056246]
1,2,0,1.0000007152557373,226504,135067,206020,83660,1630261,659268,2062785,[2062785]
2,0,0,1.0000087022781372,162437,103528,147111,53638,1169485,422536,1479033,"[765742, 713291]"
2,1,0,1.0000014305114746,143016,94063,130818,45051,1035768,356608,1309602,"[619620, 689982]"
2,2,0,1.0000042915344238,117514,80688,109136,34196,864634,269682,1091284,"[405475, 685809]"
4,0,0,1.0000135898590088,67992,52240,61599,14163,484848,111192,614439,"[150218, 160021, 148752, 155448]"
4,1,0,1.0000096559524536,50066,40665,45239,8354,358117,67122,453422,"[123193, 120657, 90667, 118905]"
4,2,0,1.0000131130218506,49995,40683,45052,8390,356210,66609,451257,"[121796, 123932, 87756, 117773]"
8,0,0,1.000017523765564,48988,39987,44182,8119,349570,63992,442740,"[54637, 54815, 53545, 55615, 57034, 55014, 55502, 56578]"
8,1,0,1.0000182390213013,41523,34727,37663,5990,295032,47419,374218,"[46195, 45695, 46493, 45814, 48980, 47678, 45761, 47602]"
8,2,0,1.0000182390213013,41346,34689,37254,5997,294921,47699,373521,"[45366, 45150, 46351, 46099, 49087, 46440, 47487, 47541]"
10,0,0,1.0000180006027222,43577,36162,39130,6576,310136,52125,392843,"[39058, 38825, 38205, 38437, 41220, 38310, 40169, 40756, 38995, 38868]"
10,1,0,1.0000303983688354,39524,33364,35726,5671,282942,44655,358192,"[36456, 35815, 34962, 35095, 37511, 34878, 36581, 36807, 34995, 35092]"
10,2,0,1.0000295639038086,40348,33930,36799,5806,291199,46260,368346,"[37637, 35682, 35999, 36201, 38535, 36217, 37946, 37588, 36557, 35984]"
20,0,0,1.0000641345977783,37659,31986,34059,5107,270849,40669,342567,"[17381, 16785, 16664, 17426, 17415, 16559, 17403, 17408, 16868, 16800, 17328, 17251, 17233, 17182, 16971, 17565, 17296, 16723, 16940, 17369]"
20,1,0,1.0000545978546143,38122,32391,34490,5270,273421,41433,346033,"[17611, 17191, 16707, 17841, 17911, 16724, 17761, 17202, 17047, 16799, 17557, 17461, 17062, 17333, 16826, 17826, 17405, 16915, 17519, 17335]"
20,2,0,1.000045895576477,39457,33242,35647,5473,283802,44465,358906,"[17892, 17864, 17335, 17567, 17755, 17750, 18672, 18297, 17391, 17637, 17955, 18228, 18346, 17374, 18258, 17888, 17966, 18127, 18483, 18121]"
40,0,0,1.0000911951065063,40151,33894,36379,5850,287197,45399,363727,"[8974, 8920, 9019, 9118, 9519, 9456, 9085, 9319, 8855, 9331, 9022, 9087, 9224, 9048, 9257, 9008, 9073, 9252, 9324, 9160, 9031, 9540, 8928, 8914, 8962, 8770, 9005, 9400, 9638, 8870, 9065, 8909, 8942, 8884, 8931, 8958, 9014, 8827, 8897, 9191]"
40,1,0,1.0000951290130615,38274,32347,34780,5147,275042,41775,348096,"[8453, 8499, 8704, 8638, 8914, 8781, 8807, 8733, 8501, 8892, 8496, 8494, 8938, 8509, 8823, 8692, 8529, 8999, 9112, 8982, 8484, 8870, 8948, 8411, 8688, 8579, 8681, 8714, 8899, 8579, 8680, 8469, 8673, 8833, 8549, 8747, 8695, 8526, 8702, 8873]"
40,2,0,1.0000965595245361,38118,32321,34531,5163,272031,41520,344680,"[8263, 8534, 8629, 8393, 8708, 8817, 8726, 8810, 8342, 8811, 8691, 8571, 8740, 8368, 8676, 8580, 8464, 8777, 8978, 8805, 8466, 8866, 8681, 8480, 8379, 8512, 8722, 8834, 8858, 8565, 8543, 8392, 8657, 8834, 8447, 8528, 8425, 8477, 8423, 8908]"
64,0,0,1.0004987716674805,37555,31842,34097,5092,270348,40433,342000,"[5001, 5540, 5146, 5389, 5390, 5564, 5515, 5257, 5508, 5307, 5418, 5278, 5260, 5406, 5433, 5278, 5263, 5360, 5707, 5412, 5627, 5587, 5594, 5243, 5372, 5357, 5411, 5414, 5470, 5485, 5240, 5297, 5277, 5404, 5506, 5370, 5261, 5093, 5486, 5270, 5356, 5526, 5294, 5111, 5356, 5081, 4665, 5135, 5259, 5411, 5244, 5460, 5551, 5377, 5417, 5558, 5247, 5180, 5419, 4752, 5546, 5119, 5562, 5178]"
64,1,0,1.000441551208496,37848,32111,34100,5168,270031,40713,341979,"[4484, 5570, 5391, 5379, 5339, 5617, 5285, 4928, 5354, 5590, 5702, 5288, 5154, 5545, 4188, 5272, 5295, 4847, 5453, 5218, 5527, 5409, 5395, 5494, 5507, 5498, 5371, 5504, 5544, 5446, 5526, 5477, 5273, 5199, 5474, 5334, 5427, 5400, 5263, 5334, 5385, 5240, 5357, 5571, 5386, 5514, 5211, 5323, 5655, 5378, 5331, 5165, 5526, 5509, 5396, 5399, 5192, 5406, 5361, 5251, 4966, 5341, 5514, 5301]"
64,2,0,1.0004911422729492,37718,32003,34136,5012,270498,40667,342352,"[5454, 5315, 5492, 5366, 5326, 5234, 5393, 5378, 5550, 5400, 5522, 5270, 5619, 5484, 5236, 5382, 5276, 5411, 5350, 5363, 5061, 5473, 5015, 5369, 5600, 5369, 5338, 5382, 5112, 5098, 5455, 5465, 5312, 5478, 5408, 5265, 5476, 5446, 5126, 5256, 5139, 5368, 5219, 5305, 5290, 5392, 5452, 5279, 5454, 5447, 5348, 5099, 5320, 5096, 5517, 5409, 5237, 5423, 5289, 5360, 5376, 5440, 5482, 5286]"
