threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,1.0,237469,140387,215193,88234,1702653,699949,2155315
2,0,1.0000015497207642,162855,103650,147180,53631,1158805,424007,1468840
4,0,1.000004768371582,74822,56402,67111,16514,531551,131077,673484
8,0,1.0000065565109253,47481,39074,42786,7673,340716,61420,430983
10,0,1.0000245571136475,50439,40988,45396,8546,359364,67731,455199
20,0,1.000049352645874,42434,35482,38482,6298,303654,50064,384570
40,0,1.0000824928283691,39264,33213,35385,5489,279681,43318,354330
64,0,1.0004422664642334,37832,32150,34025,5126,269711,40534,341568
