threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,basic_correctness_test_success,operations_per_thread
1,0,0,5.0,1279061,637148,1163001,584677,9189011,4616820,11631073,1,[11631073]
1,1,0,5.0,1287445,641166,1170556,588658,9249202,4648473,11707203,1,[11707203]
1,2,0,5.0,1282192,638623,1165769,586149,9211627,4628701,11659588,1,[11659588]
2,0,0,5.000000953674316,710472,365613,645180,313287,5098066,2477906,6453718,1,"[3393224, 3060494]"
2,1,0,5.000002384185791,462777,247520,420785,195233,3327265,1546341,4210827,1,"[3004433, 1206394]"
2,2,0,5.000001907348633,471460,252015,428052,199971,3386079,1578180,4285591,1,"[3061480, 1224111]"
4,0,0,5.000004768371582,420519,227871,382816,175468,3020908,1388597,3824243,1,"[1191761, 78698, 1268203, 1285581]"
4,1,0,5.000006675720215,393042,214724,356875,162144,2821628,1284489,3571545,1,"[1209202, 556729, 598481, 1207133]"
4,2,0,5.000004768371582,332168,185960,302599,133638,2389245,1055437,3024012,1,"[812317, 834416, 391968, 985311]"
8,0,0,5.000011920928955,458046,245524,416078,193094,3288246,1529392,4162370,1,"[196179, 46921, 801523, 10481, 1445633, 1476663, 44458, 140512]"
8,1,0,5.000010967254639,362827,200097,329427,147869,2609086,1172204,3301340,1,"[574174, 41358, 398599, 442721, 584709, 636035, 493200, 130544]"
8,2,0,5.000021457672119,327585,183548,297982,131042,2353806,1036076,2979373,1,"[107456, 68577, 448813, 781795, 59116, 74508, 998359, 440749]"
10,0,0,5.00001859664917,316590,178215,287692,125928,2268629,992968,2872911,1,"[47379, 36380, 116493, 784912, 46823, 39611, 963101, 309088, 469880, 59244]"
10,1,0,5.0000200271606445,316828,178941,287831,126707,2272338,994490,2876997,1,"[37821, 38796, 102625, 778984, 59487, 43785, 959704, 415042, 411609, 29144]"
10,2,0,5.000018119812012,318848,179326,290076,127174,2289204,1002929,2898128,1,"[36704, 34778, 131603, 804422, 54810, 37836, 972665, 224173, 574827, 26310]"
20,0,0,5.000053882598877,421131,228084,382210,175593,3020876,1387865,3824217,1,"[73422, 78300, 11909, 54359, 249156, 26060, 231129, 12961, 41529, 1081648, 18215, 44782, 187425, 67893, 209983, 66778, 19002, 48903, 196525, 1104238]"
20,1,0,5.000046730041504,365966,201922,332854,149497,2628150,1182253,3326970,1,"[3119, 26174, 3266, 21448, 771083, 30424, 22395, 40423, 142825, 191766, 30641, 11145, 446906, 138432, 491153, 142548, 669, 40579, 770780, 1194]"
20,2,0,5.000063419342041,408324,222510,370747,169903,2929899,1340536,3708970,1,"[19194, 22032, 3265, 16908, 620791, 18846, 17817, 29377, 92076, 140123, 614200, 8681, 913101, 104587, 371303, 91878, 478, 2362, 620956, 995]"
40,0,0,5.000157356262207,497364,264530,451609,212226,3571828,1677385,4520801,1,"[938, 9474, 605, 5734, 6028, 327, 4696, 743, 1467, 14686, 102038, 1395, 1534539, 25664, 609993, 1081, 355, 780, 1814, 372, 713, 762, 1438012, 364, 803, 10073, 45218, 10717, 2080, 24770, 5558, 2421, 616984, 813, 6749, 953, 9413, 5626, 15834, 209]"
40,1,0,5.000168800354004,506797,268843,459656,216482,3632767,1709753,4599220,1,"[604, 5650, 831, 4994, 4535, 183, 2882, 765, 851, 5835, 689, 842, 2112948, 17764, 75256, 631, 498, 828, 672, 184, 891, 582, 2117743, 227, 3443, 5908, 81623, 9067, 1280, 15626, 5888, 1469, 85426, 495, 8978, 499, 8025, 4917, 9444, 247]"
40,2,0,5.000152111053467,500250,265790,455559,213696,3595820,1688411,4551629,1,"[584, 1588, 667, 5619, 3441, 1710, 17497, 658, 964, 1122, 610, 379, 399474, 20736, 116133, 1599, 226, 604, 563, 703, 16905, 118767, 2009725, 3638, 4314, 1945, 128348, 5611, 2752, 2803, 1836, 1030, 17487, 1608189, 10086, 2003, 6246, 24493, 10339, 235]"
64,0,0,5.000225067138672,397603,216912,361590,164679,2854945,1300208,3614138,1,"[514, 86, 972, 7002, 3668, 95, 160, 526, 3895, 188, 416, 1086, 938, 18530, 505347, 1250, 3398, 1013, 5844, 834, 13165, 240425, 520328, 6601, 9364, 3556, 495477, 8450, 537, 532, 1645, 2249, 5827, 450432, 3956, 1489, 6543, 3236, 15127, 97, 750, 905, 218, 589, 4328, 7950, 754, 2847, 11053, 2554, 453705, 1447, 1096, 4971, 524, 454994, 111, 4142, 1711, 407, 305234, 4203, 213, 4634]"
64,1,0,5.000202178955078,399182,218262,363053,165888,2870233,1308525,3632468,1,"[398, 109, 1475, 7718, 626, 674, 1019, 697, 577, 205, 204, 506, 375321, 5376, 453328, 502, 1436, 927, 2999, 760, 12721, 237570, 457933, 7159, 6801, 4855, 503892, 9086, 523, 671, 104, 2977, 4609, 375625, 9956, 1443, 5951, 315892, 13521, 797, 3301, 1040, 406, 382241, 1507, 7101, 2895, 2652, 3469, 2547, 36011, 1807, 1066, 7264, 414, 143922, 1195, 3776, 1498, 2947, 187978, 3900, 1915, 4673]"
64,2,0,5.000214099884033,394954,215884,359670,163543,2837944,1292308,3592568,1,"[135, 1007, 1525, 8434, 574, 642, 6179, 7036, 501, 123, 225, 338, 541268, 336, 516572, 61, 710, 779, 601, 677, 13141, 239090, 252203, 8228, 506, 5138, 492173, 5016, 576, 405, 60, 5612, 3767, 432654, 11401, 1577, 6558, 453150, 15047, 4165, 178, 1026, 82, 473398, 278, 3912, 3202, 1657, 5010, 2902, 5887, 3756, 871, 2218, 509, 3641, 2498, 387, 1726, 5448, 18493, 7657, 2088, 7554]"
