threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,5.000000476837158,1294832.0,644669.0,1177150.0,592118.0,9302194.0,4676374.0,11774176.0
2,5.000000953674316,667031.0,345248.0,606999.0,293033.0,4789011.0,2314219.0,6063041.0
4,5.000003337860107,436780.0,235914.0,396502.0,183110.0,3136341.0,1449412.0,3969623.0
8,5.0000128746032715,423915.0,229740.0,386206.0,177186.0,3047656.0,1400833.0,3857777.0
10,5.000027656555176,419515.0,227523.0,381300.0,175139.0,3016406.0,1382852.0,3817221.0
20,5.000061511993408,504395.0,268180.0,457950.0,215593.0,3619427.0,1704325.0,4581772.0
40,5.000136375427246,491657.0,261467.0,446292.0,209181.0,3531627.0,1657085.0,4469576.0
64,5.000173568725586,382855.0,210231.0,347662.0,157450.0,2746353.0,1246092.0,3476870.0
