threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,operations_per_thread
1,0,0,1.0,218828,131294,198972,79974,1573951,630367,1991751,[1991751]
2,0,0,1.000006079673767,118043,81116,110254,34757,871460,272579,1099757,"[544588, 555169]"
4,0,0,1.0000091791152954,58477,46378,53331,11152,422808,87837,534616,"[144291, 138759, 138879, 112687]"
8,0,0,1.0000182390213013,48544,39833,43778,7935,346510,62936,438832,"[56751, 54612, 51692, 55691, 51856, 54273, 57506, 56451]"
10,0,0,1.0000216960906982,44613,36908,40609,7031,320907,54385,406129,"[40264, 40739, 38664, 41253, 37886, 39960, 42278, 41199, 41852, 42034]"
20,0,0,1.0000340938568115,42539,35540,38420,6407,303317,49995,384276,"[18953, 19048, 18347, 19268, 18093, 19938, 20080, 20031, 19592, 19467, 18987, 18378, 18821, 19457, 18977, 19008, 18889, 20213, 19828, 18901]"
40,0,0,1.0000824928283691,40249,33856,36441,5723,288430,45906,365120,"[9166, 9124, 8807, 8920, 8699, 9302, 9249, 9733, 9305, 9352, 9103, 9489, 9170, 9112, 8938, 8996, 9349, 9478, 9565, 9278, 8803, 9051, 8552, 9272, 9174, 9457, 9428, 9492, 8636, 8548, 9513, 9583, 9011, 8589, 8956, 8780, 9337, 9026, 9175, 8602]"
64,0,0,1.0001294612884521,37903,32214,34457,5259,272398,41037,344758,"[5457, 5363, 5368, 5348, 5216, 5018, 5331, 5614, 5508, 5233, 5464, 5537, 5160, 5584, 5450, 5136, 5518, 5488, 5595, 5400, 5281, 5489, 5388, 5407, 4718, 5499, 5603, 5571, 5287, 5461, 5458, 5631, 5521, 5252, 5393, 5056, 5517, 5289, 5276, 5418, 5483, 5414, 5378, 5265, 5333, 5452, 5323, 5623, 4567, 5390, 5486, 5417, 5448, 5287, 5589, 5324, 5283, 5652, 5514, 5507, 5107, 5569, 5716, 5328]"
