threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,1.0000001192092896,232496,137998,210732,85888,1667224,681538,2110452
2,0,1.000001311302185,155705,100604,145189,51446,1143529,404702,1444423
4,0,1.0000101327896118,63213,49265,56894,12518,449667,98971,569774
8,0,1.0000182390213013,45576,37659,40605,7072,326295,56922,412476
10,0,1.0000277757644653,44629,36871,40394,6906,318193,54541,403216
20,0,1.0000306367874146,40958,34410,36951,5876,291999,46707,369908
40,0,1.0001091957092285,39140,33133,35071,5481,277422,42975,351633
64,0,1.0005080699920654,38210,32370,34762,5320,272607,41578,345579
