threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,1.0000001192092896,232496.0,137998.0,210732.0,85888.0,1667224.0,681538.0,2110452.0
2,1.000001311302185,155705.0,100604.0,145189.0,51446.0,1143529.0,404702.0,1444423.0
4,1.0000101327896118,63213.0,49265.0,56894.0,12518.0,449667.0,98971.0,569774.0
8,1.0000182390213013,45576.0,37659.0,40605.0,7072.0,326295.0,56922.0,412476.0
10,1.0000277757644653,44629.0,36871.0,40394.0,6906.0,318193.0,54541.0,403216.0
20,1.0000306367874146,40958.0,34410.0,36951.0,5876.0,291999.0,46707.0,369908.0
40,1.0001091957092285,39140.0,33133.0,35071.0,5481.0,277422.0,42975.0,351633.0
64,1.0005080699920654,38210.0,32370.0,34762.0,5320.0,272607.0,41578.0,345579.0
