threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,1.0000003576278687,698994,370157,681157,319465,322203,151561,1702354
2,0,1.0000054836273193,234330,141843,234542,92235,110857,43668,579729
4,0,1.0000226497650146,164822,105854,159815,57008,76110,27186,400747
8,0,1.0000182390213013,140416,93400,136124,45939,65141,21827,341681
10,0,1.0000160932540894,126144,85873,122863,39268,57902,18349,306909
20,0,1.0000337362289429,133908,89811,129860,42774,61548,20188,325316
40,0,1.0001232624053955,124374,84964,121297,38536,57392,18259,303063
64,0,1.0004072189331055,121400,83214,117895,37062,56333,17895,295628
