threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,operations_per_thread
1,0,0,1.000000238418579,808558,425301,790085,374738,375436,177886,1974079,[1974079]
1,1,0,1.0000003576278687,813541,427788,794925,377236,377658,179028,1986124,[1986124]
1,2,0,1.0000001192092896,875730,458550,855704,408031,406498,193709,2137932,[2137932]
2,0,0,1.0000015497207642,409662,227567,400077,177236,190047,84487,999786,"[503292, 496494]"
2,1,0,1.0000063180923462,388421,217372,379794,167060,179736,79222,947951,"[478480, 469471]"
2,2,0,1.0000005960464478,386716,217060,378356,166650,179019,79184,944091,"[479176, 464915]"
4,0,0,1.0000048875808716,314411,180621,306169,130046,145313,61892,765893,"[163567, 113482, 198292, 290552]"
4,1,0,1.000006914138794,245187,146161,237904,95631,113333,45720,596424,"[191236, 171882, 40588, 192718]"
4,2,0,1.0000041723251343,245390,146293,238909,96186,113436,45737,597735,"[191474, 171790, 40901, 193570]"
8,0,0,1.0000205039978027,262084,154874,255283,104735,121675,49787,639042,"[180991, 8901, 4810, 174658, 43064, 37864, 68233, 120521]"
8,1,0,1.000017523765564,238444,143180,232651,92899,110336,44271,581431,"[181089, 4616, 176454, 67348, 38335, 14996, 6035, 92558]"
8,2,0,1.0000208616256714,247247,147365,241865,97045,114630,46248,603742,"[199728, 2782, 208117, 107754, 18438, 11946, 2144, 52833]"
10,0,0,1.0000250339508057,265701,156740,258807,106314,123375,50472,647883,"[58089, 1870, 228324, 55528, 140042, 8189, 986, 67223, 7731, 79901]"
10,1,0,1.0000288486480713,228206,137422,222181,87636,106186,41957,556573,"[74011, 4066, 199814, 97532, 45120, 10249, 1755, 107220, 1365, 15441]"
10,2,0,1.0000317096710205,225615,136497,219207,86618,104410,41157,549232,"[87871, 5223, 194570, 111309, 1068, 10191, 1918, 120567, 1077, 15438]"
20,0,0,1.000087857246399,355502,200990,345900,150157,164907,71893,866309,"[112834, 258973, 41586, 260238, 1438, 872, 1921, 3068, 76, 141281, 12750, 208, 164, 4168, 1073, 243, 1785, 8569, 2669, 12393]"
20,1,0,1.0000686645507812,349036,197981,339964,147399,161993,70206,850993,"[378828, 23556, 5240, 19858, 2577, 5322, 7278, 141, 69, 379735, 12415, 682, 308, 159, 5523, 429, 868, 1478, 6450, 77]"
20,2,0,1.0000717639923096,348888,197726,339935,147274,161923,70160,850746,"[392504, 11683, 881, 5120, 1803, 10016, 10314, 863, 86, 393310, 8668, 308, 240, 111, 8558, 492, 400, 247, 5041, 101]"
40,0,0,1.0001753568649292,299186,172682,291283,122263,137869,57975,728338,"[1193, 100915, 668, 192, 950, 4608, 1168, 287, 204, 85794, 569, 731, 135, 425, 1595, 291, 2809, 373, 295, 95, 132, 923, 2396, 839, 80110, 380, 1099, 140909, 105868, 43911, 13120, 1423, 1582, 382, 124959, 2166, 232, 335, 218, 4057]"
40,1,0,1.0001702308654785,320806,184046,313086,133503,148569,63460,782461,"[15417, 121563, 446, 123, 816, 3345, 850, 1558, 245, 108149, 755, 375, 205, 199, 1889, 279, 5535, 257, 279, 332, 115, 113, 2113, 1276, 104929, 253, 243, 142719, 126611, 324, 1085, 1856, 5472, 348, 128830, 216, 208, 43, 115, 2975]"
40,2,0,1.000160574913025,314283,180853,307257,130404,145942,61717,767482,"[112810, 3576, 709, 2092, 557, 2031, 128, 3826, 254, 100541, 1595, 125354, 103404, 2644, 3681, 1533, 114028, 4183, 1413, 2227, 1424, 1101, 134, 422, 11635, 50, 178, 28392, 9824, 10783, 449, 202, 114511, 296, 518, 97, 286, 69, 348, 177]"
64,0,0,1.0004072189331055,237023,142167,230509,91883,110338,43831,577870,"[255, 72589, 895, 1075, 1534, 1117, 883, 56151, 728, 90035, 754, 1175, 2048, 647, 715, 1395, 79271, 668, 2650, 1885, 438, 365, 635, 506, 273, 47, 120, 52, 174, 533, 224, 104, 505, 365, 304, 337, 735, 280, 202, 280, 96676, 29442, 10074, 29832, 8033, 229, 458, 65874, 1530, 1229, 56, 404, 1516, 193, 337, 1601, 517, 1923, 295, 165, 1470, 947, 1029, 1091]"
64,1,0,1.0003671646118164,238771,142898,231715,92606,110187,44327,580673,"[1928, 67562, 544, 55793, 428, 500, 992, 573, 290, 46752, 685, 58135, 61346, 1038, 1841, 1342, 21432, 718, 1375, 1755, 293, 437, 496, 670, 1587, 86, 199, 48, 125, 223, 4829, 63, 3029, 430, 789, 244, 1380, 575, 1430, 140, 129, 54096, 1892, 708, 3030, 245, 8380, 53003, 387, 925, 95, 399, 469, 163, 53744, 1251, 339, 2289, 205, 245, 855, 1135, 53623, 964]"
64,2,0,1.000369906425476,236130,141679,230103,91546,109253,43541,575486,"[1433, 43424, 654, 58106, 465, 369, 1322, 771, 655, 79853, 892, 54446, 56957, 714, 2009, 1275, 276, 830, 543, 2717, 431, 601, 321, 449, 1358, 118, 126, 59, 149, 456, 68409, 86, 115, 158, 436, 550, 922, 559, 19911, 180, 176, 44824, 1187, 845, 918, 322, 1848, 1035, 442, 1069, 38, 239, 474, 607, 10355, 1661, 406, 2516, 376, 405, 1105, 1258, 98158, 2117]"
