threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,5.0,2350882,1185865,2293141,1135173,1089607,539582,5733630
2,0,5.000000953674316,1951672,989345,1906898,938791,905379,446510,4763949
4,0,5.000003814697266,1737172,883357,1695821,832824,803409,394503,4236402
8,0,5.0000224113464355,1575513,803648,1536022,753421,729747,357266,3841282
10,0,5.000034809112549,1610667,820839,1571501,770327,745001,365962,3927169
20,0,5.009522438049316,1370795,701605,1335982,650981,635132,310251,3341909
40,0,5.000362396240234,1283390,658224,1252548,607782,593728,288594,3129666
64,0,5.002288341522217,1430107,732183,1396143,681718,661963,323365,3488213
