threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,basic_correctness_test_success,operations_per_thread
1,0,0,1.0000004768371582,685526,363484,668263,313011,316031,148430,1669820,1,[1669820]
1,1,0,1.0000005960464478,677780,359679,660697,309196,312456,146609,1650933,1,[1650933]
1,2,0,1.0000003576278687,681762,361621,664615,311184,314275,147534,1660652,1,[1660652]
2,0,0,1.0000007152557373,600578,321868,587725,271303,277491,128385,1465794,1,"[759109, 706685]"
2,1,0,1.0000003576278687,599574,322003,586722,271626,276722,127977,1463018,1,"[755454, 707564]"
2,2,0,1.000010371208191,278199,163589,276349,113934,130471,54121,685019,1,"[442676, 242343]"
4,0,0,1.0000125169754028,170482,108558,164965,59408,78048,28130,413495,1,"[109729, 85517, 108131, 110118]"
4,1,0,1.000012993812561,161329,104031,155979,55180,73806,25928,391114,1,"[104285, 83902, 100815, 102112]"
4,2,0,1.0000078678131104,185415,116259,179433,66697,84951,31682,449799,1,"[117310, 104574, 112526, 115389]"
8,0,0,1.0000108480453491,146420,96261,142371,48310,67176,23093,355967,1,"[43127, 45053, 44562, 42888, 44506, 45126, 45870, 44835]"
8,1,0,1.0000123977661133,158761,102837,154076,54356,72836,25714,385673,1,"[46965, 48614, 48793, 46416, 49422, 49186, 48988, 47289]"
8,2,0,1.0000215768814087,144310,95379,140395,47620,66494,22719,351199,1,"[42281, 43835, 45289, 42177, 44486, 44638, 44259, 44234]"
10,0,0,1.0000247955322266,139718,92593,135283,45113,64075,21256,339076,1,"[32561, 34321, 35257, 32917, 34441, 34873, 33915, 34177, 33127, 33487]"
10,1,0,1.000027060508728,136446,90973,132350,43520,62643,20705,331439,1,"[33457, 33896, 33945, 32953, 34412, 31814, 31809, 30804, 33770, 34579]"
10,2,0,1.0000230073928833,128585,87209,125275,40484,59095,19131,312955,1,"[31561, 32456, 32375, 30480, 32823, 29915, 31918, 29316, 31970, 30141]"
20,0,0,1.0000460147857666,128754,87149,125083,40184,58942,19096,312779,1,"[15776, 16404, 16332, 14824, 16492, 14841, 16636, 14723, 16031, 15203, 14821, 16179, 15637, 15901, 16111, 15923, 15799, 15391, 14865, 14890]"
20,1,0,1.0000534057617188,123608,84127,119322,37819,56780,17924,299710,1,"[15323, 16204, 15432, 14192, 16044, 14195, 15387, 14025, 16014, 14378, 14295, 15661, 13930, 15142, 15893, 15754, 15144, 14402, 13964, 14331]"
20,2,0,1.000055193901062,123379,84471,120228,38176,56824,17962,300431,1,"[15132, 15878, 15478, 14390, 15990, 14263, 15862, 14046, 15840, 14206, 14168, 16026, 14071, 15445, 15752, 15661, 15266, 14308, 14237, 14412]"
40,0,0,1.0000977516174316,125178,85197,121834,38693,57443,18153,304455,1,"[7802, 8004, 7668, 7599, 7930, 7336, 7856, 7230, 7691, 7444, 7357, 7692, 7169, 7872, 7556, 7725, 7856, 7632, 7956, 7249, 7299, 7617, 7963, 7502, 7621, 7926, 7574, 7708, 7296, 7562, 7535, 7844, 7277, 7855, 7634, 7621, 7720, 7567, 7183, 7527]"
40,1,0,1.0001145601272583,120139,82498,117491,36529,55416,17256,293046,1,"[7549, 7742, 7681, 7499, 7764, 7582, 7869, 6854, 7656, 6991, 6973, 7986, 6898, 7540, 6969, 7537, 7583, 7696, 7718, 6835, 6947, 7690, 7795, 6879, 6825, 7087, 6986, 7618, 6870, 6976, 7565, 7678, 6758, 7592, 7072, 6899, 7801, 6993, 7089, 7004]"
40,2,0,1.0001412630081177,120564,82833,116768,36934,55429,17183,292761,1,"[7634, 7661, 7582, 7696, 7606, 7469, 7632, 7012, 7774, 7124, 6987, 7827, 7054, 7662, 7374, 7787, 7357, 7815, 7407, 6723, 6812, 7739, 7318, 7081, 6851, 6841, 7068, 7384, 7098, 7060, 7619, 7626, 6917, 7541, 7114, 6850, 7245, 7136, 7174, 7104]"
