threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,basic_correctness_test_success,operations_per_thread
1,0,0,5.000000476837158,3306698,1658645,3227822,1607940,1531306,762620,8065826,1,[8065826]
1,1,0,5.0,3303825,1657236,3225086,1606577,1530025,761994,8058936,1,[8058936]
1,2,0,5.000000476837158,3309629,1660083,3230543,1609300,1532674,763295,8072846,1,[8072846]
2,0,0,5.000000953674316,2047973,1031333,1977830,980617,937514,464635,4963317,1,"[2641230, 2322087]"
2,1,0,5.000000953674316,2036862,1024463,1958120,973398,926843,461413,4921825,1,"[2683527, 2238298]"
2,2,0,5.000002384185791,2042711,1026652,1962247,975593,929706,463093,4934664,1,"[2676282, 2258382]"
4,0,0,5.000012397766113,940537,489131,913341,438404,432215,207019,2286093,1,"[586568, 566899, 570232, 562394]"
4,1,0,5.000009059906006,825486,432728,802936,381924,380879,181247,2009301,1,"[519841, 515923, 470321, 503216]"
4,2,0,5.000006198883057,751626,396025,729934,345268,346160,163657,1827720,1,"[482064, 485032, 399429, 461195]"
8,0,0,5.000030040740967,677657,359402,658616,308727,312145,146564,1648418,1,"[207592, 204981, 209774, 200761, 200334, 206698, 206637, 211641]"
8,1,0,5.000011920928955,631184,337520,614633,287063,291526,136122,1537343,1,"[188636, 188666, 189820, 185524, 195064, 189712, 200652, 199269]"
8,2,0,5.0000224113464355,654438,348359,637874,297833,302452,141544,1594764,1,"[197787, 196689, 203493, 196882, 190347, 208021, 203740, 197805]"
10,0,0,5.0000319480896,662355,352423,644848,301793,306158,142948,1613361,1,"[157839, 165035, 156651, 163995, 168235, 160101, 161765, 161985, 161506, 156249]"
10,1,0,5.0000386238098145,694900,368209,677072,317499,320100,150477,1692072,1,"[169312, 168711, 165813, 167244, 174823, 166593, 169022, 168570, 169639, 172345]"
10,2,0,5.000041484832764,661804,353030,647910,302563,306495,142848,1616209,1,"[152684, 160498, 166424, 160032, 169841, 156504, 169104, 161217, 159444, 160461]"
20,0,0,5.00005578994751,634914,338914,617604,288280,292248,136826,1544766,1,"[74602, 76037, 79000, 80777, 81082, 75983, 81043, 75525, 76247, 77529, 79366, 74117, 79665, 75229, 77116, 76298, 76736, 77869, 74234, 76311]"
20,1,0,5.000044822692871,616057,329650,600616,278965,284693,132463,1501366,1,"[72365, 75308, 76292, 77778, 78286, 72022, 77500, 73282, 75313, 75154, 77334, 71517, 77830, 73662, 74746, 73706, 75927, 74123, 73888, 75333]"
20,2,0,5.000044822692871,630757,337049,614792,286355,290948,135896,1536497,1,"[74636, 75611, 78292, 76318, 77168, 73233, 78815, 74941, 75930, 77384, 78576, 78004, 76332, 73993, 79462, 77275, 76525, 74263, 79549, 80190]"
40,0,0,5.000096797943115,621669,331530,604067,280940,286007,133321,1511743,1,"[36030, 36783, 38447, 37227, 37371, 37009, 38586, 37213, 37126, 36990, 38657, 38588, 37434, 36561, 38697, 37887, 38014, 36749, 38596, 38282, 37500, 37551, 37521, 38407, 37970, 38544, 38909, 38981, 37295, 37524, 38581, 38702, 37944, 37015, 37377, 38448, 36816, 38469, 38362, 37580]"
40,1,0,5.000121116638184,615957,328855,597495,278097,283718,131978,1497170,1,"[36835, 36909, 37868, 36531, 36956, 36593, 37663, 36731, 36945, 36823, 37914, 38200, 37133, 36576, 37924, 36672, 36633, 37135, 38025, 38245, 38297, 37246, 36803, 38466, 38567, 37253, 38980, 38399, 37228, 37099, 38086, 37192, 36894, 38627, 37094, 36794, 36894, 37597, 38715, 36628]"
40,2,0,5.000105857849121,619887,331413,603110,280783,285495,132482,1508492,1,"[36960, 37353, 37932, 37380, 36852, 36622, 38951, 37380, 37012, 37375, 37858, 38476, 37015, 37014, 38383, 37138, 37470, 37690, 38782, 37987, 38184, 37126, 37151, 38644, 38612, 37952, 39023, 38496, 37422, 37901, 38356, 37584, 36461, 37911, 37201, 37099, 36587, 38597, 38608, 37947]"
64,0,0,5.000489234924316,603663,323981,587560,273476,277980,128920,1469203,1,"[21812, 22104, 23508, 22934, 22124, 22896, 23437, 22704, 22977, 22687, 23017, 23616, 22303, 22948, 23064, 22932, 23103, 23124, 23230, 22776, 22854, 22428, 22836, 23230, 22882, 23136, 22823, 23416, 22587, 22634, 23320, 22803, 22423, 23522, 22897, 21903, 22890, 23268, 23494, 21718, 22222, 23299, 22720, 22488, 23533, 23251, 23275, 23370, 22287, 23823, 23160, 23023, 22325, 23616, 23525, 23331, 23291, 23497, 22662, 23193, 23290, 23681, 22981, 23000]"
