threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,1.0000007152557373,236527,139925,214421,87829,1695931,696440,2146879
2,0,1.0000050067901611,160712,102934,148351,53263,1171535,422459,1480598
4,0,1.0000183582305908,71699,54562,64465,15258,509487,122071,645651
8,0,1.0000170469284058,40808,34131,36358,5786,289000,46246,366166
10,0,1.000030517578125,39857,33561,35615,5525,281111,44180,356583
20,0,1.0000513792037964,42074,35171,38189,6252,300030,48795,380293
40,0,1.0000721216201782,39132,33097,34995,5379,277563,43062,351690
64,0,1.000462532043457,38311,32488,34464,5227,272516,41666,345291
