threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,1.0000007152557373,236527.0,139925.0,214421.0,87829.0,1695931.0,696440.0,2146879.0
2,1.0000050067901611,160712.0,102934.0,148351.0,53263.0,1171535.0,422459.0,1480598.0
4,1.0000183582305908,71699.0,54562.0,64465.0,15258.0,509487.0,122071.0,645651.0
8,1.0000170469284058,40808.0,34131.0,36358.0,5786.0,289000.0,46246.0,366166.0
10,1.000030517578125,39857.0,33561.0,35615.0,5525.0,281111.0,44180.0,356583.0
20,1.0000513792037964,42074.0,35171.0,38189.0,6252.0,300030.0,48795.0,380293.0
40,1.0000721216201782,39132.0,33097.0,34995.0,5379.0,277563.0,43062.0,351690.0
64,1.000462532043457,38311.0,32488.0,34464.0,5227.0,272516.0,41666.0,345291.0
