threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,5.0,1009099,508101,917225,455501,7255293,3612341,9181617
2,0,5.000002384185791,580932,308534,547335,257041,4333166,2037603,5461433
4,0,5.0000081062316895,264987,153420,240057,101531,1894658,798221,2399702
8,0,5.000010967254639,215797,129868,196226,78270,1545770,618238,1957793
10,0,5.000016212463379,211887,127887,192735,76513,1518744,603706,1923366
20,0,5.0000457763671875,203012,123743,184467,72667,1453480,569986,1840959
40,0,5.000086784362793,193417,118773,175713,67972,1385776,536293,1754906
64,0,5.000365257263184,186487,115508,168873,64545,1334898,510510,1690258
