threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,operations_per_thread
1,0,0,1.0000003576278687,236214,139794,214811,88224,1699796,695194,2150821,[2150821]
1,1,0,1.0000005960464478,224766,134209,204402,82804,1617433,652721,2046601,[2046601]
1,2,0,1.0000007152557373,226039,134837,205611,83430,1626878,657547,2058528,[2058528]
2,0,0,1.0000019073486328,169453,107445,155876,57579,1236116,453612,1561445,"[803638, 757807]"
2,1,0,1.0000017881393433,165598,105583,152413,55734,1206765,439537,1524776,"[771233, 753543]"
2,2,0,1.0000017881393433,129035,86153,112747,37367,892608,296146,1134390,"[491630, 642760]"
4,0,0,1.0000132322311401,60269,47460,54385,11645,431103,91680,545757,"[134894, 135936, 137099, 137828]"
4,1,0,1.0000053644180298,56350,44766,50604,10206,400872,81232,507826,"[120461, 135185, 126518, 125662]"
4,2,0,1.000008225440979,53134,42850,48206,9282,378789,73817,480129,"[115505, 129999, 116170, 118455]"
8,0,0,1.000022053718567,48939,39999,44671,8114,352193,64580,445803,"[56812, 55895, 53176, 57108, 56595, 56992, 53454, 55771]"
8,1,0,1.000017523765564,50300,41001,45371,8509,360889,68122,456560,"[57276, 57409, 56611, 57532, 58206, 58375, 53011, 58140]"
8,2,0,1.0000115633010864,47208,38762,42853,7602,339833,60321,429894,"[54556, 54453, 51359, 53916, 55359, 54981, 50610, 54660]"
10,0,0,1.0000190734863281,44737,37033,40789,6957,322034,55339,407560,"[41928, 41238, 39011, 41051, 41759, 40723, 39426, 41327, 39347, 41750]"
10,1,0,1.0000343322753906,41108,34553,37281,5948,295692,47490,374081,"[37737, 37755, 36952, 37443, 38279, 36546, 36284, 37844, 36664, 38577]"
10,2,0,1.0000202655792236,45927,37853,41621,7256,329211,57276,416759,"[41978, 41788, 39916, 40903, 42638, 42522, 39383, 42559, 42546, 42526]"
20,0,0,1.0000393390655518,43874,36611,40024,6624,316285,53648,400183,"[19387, 20183, 19653, 19624, 20031, 20174, 19494, 20299, 19933, 20265, 19656, 20190, 20002, 19546, 20396, 20254, 20019, 20438, 20133, 20506]"
20,1,0,1.000055193901062,41041,34420,37034,5831,293967,47440,372042,"[18959, 19142, 18300, 18713, 18675, 18593, 17999, 18979, 18874, 18619, 18176, 18395, 18703, 18057, 18768, 18319, 18757, 18046, 19156, 18812]"
20,2,0,1.0000488758087158,39035,33014,35422,5429,281617,43388,356074,"[18514, 18229, 17639, 18062, 18165, 17781, 17286, 18004, 17660, 18303, 17364, 17081, 17587, 17553, 17670, 17469, 18274, 17388, 17773, 18272]"
40,0,0,1.0000766515731812,41171,34592,37384,6055,297000,47927,375555,"[9550, 9309, 9252, 9473, 9303, 9389, 9322, 9234, 9548, 9345, 9644, 9465, 9135, 9485, 9042, 8992, 9421, 9207, 9114, 9459, 9492, 9563, 9778, 9309, 9448, 9583, 9195, 9391, 9560, 9641, 8980, 9408, 9546, 9374, 9607, 9501, 9374, 9041, 9486, 9589]"
40,1,0,1.000077486038208,39804,33533,35909,5741,285373,44371,361086,"[9204, 9015, 9054, 9082, 9097, 9288, 8914, 9024, 9180, 9166, 9051, 8858, 8873, 9192, 8839, 8784, 8899, 8695, 8704, 9136, 8967, 9045, 9187, 9002, 9123, 9124, 8888, 9053, 8985, 9120, 8939, 9213, 8962, 9260, 9182, 9157, 8917, 8798, 9007, 9102]"
40,2,0,1.0000838041305542,38607,32709,35139,5334,278604,42560,352350,"[9047, 8816, 8840, 8814, 8918, 8696, 8639, 8850, 8875, 8769, 8945, 8828, 8723, 8801, 8593, 8604, 8728, 8763, 8682, 8876, 8992, 8799, 8964, 9026, 8777, 8773, 8577, 8983, 9001, 8877, 8793, 8976, 8946, 8983, 8621, 8813, 8614, 8639, 8819, 8570]"
64,0,0,1.000167727470398,37594,31924,34042,5106,268436,40127,340072,"[5410, 5276, 5344, 5313, 5495, 5283, 5096, 5385, 5321, 5461, 5323, 5366, 5297, 5349, 5222, 5171, 5265, 5342, 5124, 5339, 5257, 5464, 5445, 5551, 5300, 5354, 5035, 5252, 5440, 5268, 5322, 5455, 5194, 5308, 5322, 5311, 5365, 5029, 5366, 5438, 5311, 5297, 5222, 5233, 5342, 5042, 5467, 5365, 5272, 5067, 5526, 5324, 5377, 5387, 5256, 5455, 5469, 5178, 5401, 5275, 5376, 5100, 5198, 5474]"
64,1,0,1.0001403093338013,37195,31677,33678,5015,266648,39480,337521,"[5157, 5293, 5340, 5352, 5294, 5060, 5301, 5014, 5206, 5244, 5286, 5346, 5227, 5301, 5151, 5103, 5212, 5328, 5222, 5390, 5286, 5412, 5467, 5393, 5187, 5255, 5175, 5248, 5538, 5374, 5479, 5044, 5274, 5276, 5202, 5270, 5499, 5209, 5288, 5361, 5303, 5300, 5177, 4929, 5260, 5100, 5318, 5314, 5451, 5214, 5219, 5457, 5400, 5391, 5221, 5243, 5242, 5256, 5237, 5581, 5183, 5163, 5296, 5202]"
64,2,0,1.0005156993865967,37229,31676,33333,4934,265388,39193,335950,"[5121, 5413, 5112, 4794, 5451, 5186, 5329, 5347, 5310, 5060, 5253, 5232, 5286, 5009, 5414, 5141, 5244, 5371, 5389, 5286, 5300, 5404, 5072, 5337, 5286, 5292, 5406, 5275, 5170, 5115, 5313, 5341, 5236, 5221, 5342, 5210, 5386, 5203, 5305, 5238, 5396, 5346, 5136, 5080, 5258, 5350, 5195, 5475, 5223, 5281, 4399, 5238, 5013, 5451, 5381, 5190, 5559, 5185, 5153, 5262, 5131, 5366, 5402, 5280]"
