threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,1.0000004768371582,193257.0,118776.0,175244.0,67595.0,1384829.0,535503.0,1753330.0
2,1.0017338991165161,206898.0,125323.0,186267.0,73662.0,1472544.0,581391.0,1865709.0
4,1.0043449401855469,146155.0,95325.0,131960.0,46192.0,1040067.0,362112.0,1318182.0
8,1.0002864599227905,84856.0,62325.0,75729.0,20180.0,599415.0,159778.0,760000.0
10,1.0000404119491577,78033.0,58296.0,69898.0,17637.0,554258.0,140365.0,702189.0
20,1.0026562213897705,75320.0,56872.0,67394.0,16614.0,534719.0,131898.0,677433.0
40,1.009230375289917,79770.0,59205.0,71446.0,18225.0,566532.0,145425.0,717748.0
64,1.0042192935943604,86009.0,62991.0,77189.0,20579.0,608947.0,163625.0,772145.0
