threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,5.000000476837158,993264,500479,903052,448046,7142597,3552912,9038913
2,0,5.0,536003,285195,497991,233271,3937722,1844665,4971716
4,0,5.000007152557373,274010,157807,248970,105777,1964207,833571,2487187
8,0,5.000027179718018,216400,129927,195812,78212,1544729,618339,1956941
10,0,5.000039100646973,199939,121992,181410,70900,1429626,558343,1810975
20,0,5.000051498413086,189578,116871,172269,65838,1359651,523682,1721498
40,0,5.000086784362793,187941,116315,170310,65363,1344521,514837,1702772
64,0,5.000395774841309,184350,114294,167360,63594,1323342,503136,1675052
