threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,5.000000476837158,993264.0,500479.0,903052.0,448046.0,7142597.0,3552912.0,9038913.0
2,5.0,536003.0,285195.0,497991.0,233271.0,3937722.0,1844665.0,4971716.0
4,5.000007152557373,274010.0,157807.0,248970.0,105777.0,1964207.0,833571.0,2487187.0
8,5.000027179718018,216400.0,129927.0,195812.0,78212.0,1544729.0,618339.0,1956941.0
10,5.000039100646973,199939.0,121992.0,181410.0,70900.0,1429626.0,558343.0,1810975.0
20,5.000051498413086,189578.0,116871.0,172269.0,65838.0,1359651.0,523682.0,1721498.0
40,5.000086784362793,187941.0,116315.0,170310.0,65363.0,1344521.0,514837.0,1702772.0
64,5.000395774841309,184350.0,114294.0,167360.0,63594.0,1323342.0,503136.0,1675052.0
