threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,operations_per_thread
1,0,0,5.0,3378591,1695546,3295403,1644998,1566384,780418,8240378,[8240378]
1,1,0,5.000000476837158,3396542,1704359,3312669,1653684,1574709,784582,8283920,[8283920]
1,2,0,5.000000953674316,3372929,1692780,3289726,1642143,1563672,779060,8226327,[8226327]
2,0,0,5.0000081062316895,1729839,883899,1704685,833784,808544,394865,4243068,"[2588080, 1654988]"
2,1,0,5.000002861022949,1729633,884130,1705095,833875,811434,397350,4246162,"[2620571, 1625591]"
2,2,0,5.000004768371582,1727851,883131,1703584,832832,807339,394807,4238774,"[2610127, 1628647]"
4,0,0,5.000012397766113,897101,467017,870524,416732,413952,198371,2181577,"[572785, 524895, 602549, 481348]"
4,1,0,5.000009536743164,865419,452766,842559,402101,400910,191263,2108888,"[568248, 542442, 565748, 432450]"
4,2,0,5.000014305114746,853764,447325,832103,396881,394455,187655,2080322,"[542849, 542147, 539860, 455466]"
8,0,0,5.000015735626221,755909,398591,736076,347852,349321,164518,1841306,"[221481, 238935, 238043, 231569, 217544, 230992, 229944, 232798]"
8,1,0,5.00001859664917,690990,367166,672851,316625,319684,149977,1683525,"[200215, 222228, 221557, 207139, 198483, 207405, 208096, 218402]"
8,2,0,5.000014781951904,687779,364693,670147,314107,318669,149452,1676595,"[205041, 206927, 225531, 199323, 220186, 206238, 207004, 206345]"
10,0,0,5.000027656555176,636551,339746,621098,289195,295197,137424,1552846,"[149218, 152235, 164596, 147285, 159449, 151736, 151752, 151970, 161910, 162695]"
10,1,0,5.000023365020752,641431,342395,626642,292052,297539,138665,1565612,"[147168, 153384, 167038, 147613, 160556, 153539, 153217, 153361, 163431, 166305]"
10,2,0,5.000011920928955,620034,332347,606252,281831,288483,133609,1514769,"[142754, 147584, 160684, 142498, 153639, 147442, 148112, 154135, 159281, 158640]"
20,0,0,5.000032901763916,640519,341675,625253,290992,296972,138407,1562744,"[73039, 76782, 80078, 75605, 78068, 76800, 75824, 78746, 80069, 78324, 76527, 80451, 78368, 75076, 76533, 81239, 77010, 83512, 82820, 77873]"
20,1,0,5.000046730041504,636777,340313,621807,289600,294383,137327,1552967,"[73196, 75380, 75471, 75092, 72828, 75771, 78320, 76750, 80300, 74285, 77666, 81509, 81974, 75781, 79198, 78733, 75618, 82351, 80213, 82531]"
20,2,0,5.0000691413879395,610804,327601,597098,276916,283780,131340,1491682,"[71531, 74256, 73816, 73218, 71985, 74490, 70904, 74107, 75624, 73337, 73371, 78031, 77843, 72961, 78671, 74346, 73496, 77835, 75426, 76434]"
40,0,0,5.000105857849121,599824,322247,586198,271657,278080,128930,1464102,"[35146, 36484, 36574, 35698, 36076, 35665, 35539, 36238, 37702, 36037, 37312, 37915, 37183, 37134, 37510, 36415, 37001, 38002, 36852, 37513, 36261, 36147, 36520, 37994, 35945, 35678, 36232, 35744, 36519, 36582, 37314, 36121, 35619, 36956, 36794, 37743, 36007, 37861, 36012, 36057]"
40,1,0,5.000122547149658,602279,323157,587562,272599,279258,129419,1469099,"[35199, 35748, 36447, 36077, 36220, 36609, 35605, 37088, 36977, 36520, 36796, 38197, 37636, 36464, 37418, 36158, 37647, 38275, 36527, 38057, 36055, 36614, 37101, 37794, 35843, 36181, 36937, 36542, 36072, 37464, 35674, 36223, 34970, 37484, 35703, 38236, 36113, 37915, 38147, 36366]"
