threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,1.0000004768371582,782349,411277,762920,360677,361135,171092,1906404
2,0,1.0000063180923462,267270,157933,263757,107879,125002,51220,656029
4,0,1.0000171661376953,183241,114914,176946,65282,84149,31171,444336
8,0,1.0000237226486206,139680,93121,135848,45664,64326,21593,339854
10,0,1.000024676322937,128376,87082,124995,40555,59344,19076,312715
20,0,1.0000503063201904,132915,89349,129112,42354,61201,19987,323228
40,0,1.000108003616333,124434,84961,120678,38660,57314,18290,302426
64,0,1.0004007816314697,123629,84393,119583,38072,57164,18035,300376
