threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,5.000000476837158,3366008.0,1687814.0,3285228.0,1637106.0,1558573.0,776265.0,8209809.0
2,5.0000081062316895,1691747.0,868344.0,1683617.0,818333.0,797073.0,388446.0,4172437.0
4,5.000009059906006,956620.0,497039.0,927838.0,446269.0,440558.0,211864.0,2325016.0
8,5.000028133392334,746828.0,394120.0,727305.0,343549.0,344901.0,163114.0,1819034.0
10,5.000026226043701,636920.0,340047.0,620080.0,289224.0,293643.0,137299.0,1550643.0
20,5.00005578994751,634902.0,338579.0,616712.0,288021.0,292381.0,136460.0,1543995.0
40,5.000136852264404,618005.0,330650.0,601445.0,280070.0,284830.0,132602.0,1504280.0
64,5.000550270080566,613862.0,328344.0,596650.0,277640.0,282420.0,131853.0,1492932.0
