threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,1.0000004768371582,782349.0,411277.0,762920.0,360677.0,361135.0,171092.0,1906404.0
2,1.0000063180923462,267270.0,157933.0,263757.0,107879.0,125002.0,51220.0,656029.0
4,1.0000171661376953,183241.0,114914.0,176946.0,65282.0,84149.0,31171.0,444336.0
8,1.0000237226486206,139680.0,93121.0,135848.0,45664.0,64326.0,21593.0,339854.0
10,1.000024676322937,128376.0,87082.0,124995.0,40555.0,59344.0,19076.0,312715.0
20,1.0000503063201904,132915.0,89349.0,129112.0,42354.0,61201.0,19987.0,323228.0
40,1.000108003616333,124434.0,84961.0,120678.0,38660.0,57314.0,18290.0,302426.0
64,1.0004007816314697,123629.0,84393.0,119583.0,38072.0,57164.0,18035.0,300376.0
