threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,5.0,1268915,632284,1153819,579807,9115956,4578768,11538690
2,0,5.000000476837158,699444,360530,636287,308373,5032401,2444709,6368132
4,0,5.0000128746032715,397460,216707,360818,164270,2852349,1299871,3610627
8,0,5.00001859664917,424760,230476,385799,177812,3048815,1402970,3859374
10,0,5.000022888183594,416973,225938,378579,173640,2990587,1374610,3786139
20,0,5.0000739097595215,504113,267674,457460,215441,3619904,1700924,4581477
40,0,5.000121593475342,494139,262761,449320,210631,3550678,1664822,4494137
64,0,5.000193119049072,377294,207288,343645,154957,2708938,1222297,3429877
