threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,operations_per_thread
1,0,0,1.000000238418579,277441,159860,252039,107683,1997004,848874,2526484,[2526484]
1,1,0,1.000000238418579,281757,161904,255870,109698,2027508,864805,2565135,[2565135]
1,2,0,1.0000001192092896,281404,161743,255565,109545,2025121,863573,2562090,[2562090]
2,0,0,1.0000015497207642,158025,101125,143258,51547,1133888,406482,1435171,"[707961, 727210]"
2,1,0,1.0000011920928955,146405,95224,132510,46203,1047656,363309,1326571,"[651003, 675568]"
2,2,0,1.0000088214874268,121018,82591,109928,35210,866225,278051,1097171,"[619596, 477575]"
4,0,0,1.0000056028366089,69285,52968,62793,14651,495658,115112,627736,"[78670, 104698, 220946, 223422]"
4,1,0,1.0000061988830566,70526,53744,64274,15095,506418,119131,641218,"[195904, 47240, 200079, 197995]"
4,2,0,1.0000097751617432,57329,45613,52111,10757,411667,84553,521107,"[152860, 87629, 128257, 152361]"
8,0,0,1.0000171661376953,91351,66253,83490,23029,657773,180851,832614,"[295177, 2377, 4100, 89534, 28284, 84653, 226844, 101645]"
8,1,0,1.000022053718567,76212,57298,69008,17079,546070,135401,691290,"[224573, 4835, 15948, 7053, 3763, 191638, 221158, 22322]"
8,2,0,1.000017762184143,71030,54025,64787,15297,510568,120380,646385,"[198358, 8301, 27350, 13490, 4616, 193636, 195650, 4984]"
10,0,0,1.0000247955322266,85220,62478,77572,20393,612820,163104,775612,"[232153, 2819, 2101, 4455, 500, 114065, 59313, 593, 293028, 66585]"
10,1,0,1.0000228881835938,83835,61695,76631,20106,604705,158702,765171,"[118398, 55952, 233548, 4953, 782, 72885, 38443, 8111, 227549, 4550]"
10,2,0,1.0000163316726685,80427,59840,72725,18587,575476,147586,728628,"[80517, 951, 257600, 6512, 770, 89746, 2842, 30206, 255518, 3966]"
20,0,0,1.0000572204589844,95896,68540,86580,24403,685104,194338,867580,"[59451, 279, 42716, 1093, 157, 13278, 4367, 6539, 143161, 2531, 24157, 104940, 29311, 44948, 8667, 184529, 48097, 62304, 1710, 85345]"
20,1,0,1.0000704526901245,101823,72001,92840,27176,728809,213421,923472,"[416915, 76, 414949, 419, 49, 2428, 85, 1032, 11981, 157, 6430, 16975, 6471, 11968, 1249, 18227, 12169, 80, 269, 1543]"
20,2,0,1.0000687837600708,101861,71923,92845,27105,729713,213708,924419,"[438836, 974, 436679, 391, 66, 2496, 151, 575, 12215, 216, 969, 2645, 310, 9907, 1020, 3872, 10074, 53, 311, 2659]"
40,0,0,1.0001473426818848,95280,68190,86450,24423,683787,193047,865517,"[212, 203, 135163, 225, 105, 1378, 124, 1390, 15871, 95, 345, 342, 2432, 1311, 1357, 1335, 648, 582, 139, 393, 144163, 119265, 17430, 2486, 122092, 138182, 2286, 2167, 819, 1157, 144, 138, 97, 2440, 604, 364, 144651, 144, 2125, 1113]"
40,1,0,1.0001628398895264,92891,66879,84613,23658,665230,184810,842734,"[138493, 485, 84258, 413, 72, 1917, 40499, 869, 8018, 132, 389, 253, 1319, 849, 822, 1436, 367, 233, 437, 156, 90840, 122838, 6865, 15415, 60055, 92346, 1572, 2015, 501, 667, 44542, 335, 304, 1875, 386, 144, 117082, 31, 1582, 1922]"
40,2,0,1.0001600980758667,97775,69845,89308,25656,705011,202025,892094,"[5380, 23441, 27646, 26718, 463, 1864, 108578, 23007, 104865, 93, 45, 102, 87, 2579, 931, 202, 1419, 125, 2326, 176, 257, 163899, 41077, 1366, 167179, 2826, 109, 288, 142, 292, 72655, 26325, 111, 72, 105, 606, 64777, 53, 677, 19231]"
64,0,0,1.0002137422561646,78725,58585,71962,18126,567641,142469,718328,"[97183, 88177, 44775, 3053, 413, 518, 28759, 43285, 33535, 36, 680, 125, 33, 1817, 383, 334, 1062, 146, 710, 368, 479, 909, 85190, 75326, 267, 100352, 83, 70, 153, 426, 1572, 1927, 163, 883, 284, 290, 102, 263, 99, 524, 338, 860, 871, 159, 402, 576, 56, 1252, 393, 674, 2564, 216, 89, 602, 176, 2221, 784, 1456, 56643, 640, 29904, 1268, 227, 1203]"
64,1,0,1.0002106428146362,78762,58833,71508,18124,564541,142919,714811,"[4727, 1297, 42946, 1224, 28122, 360, 101680, 42068, 814, 23, 564, 120, 13, 1729, 635, 345, 1854, 456, 391, 244, 546, 579, 87757, 317, 136, 96789, 71, 58, 158, 307, 1277, 2871, 147, 1438, 226, 269, 102, 354, 119, 437, 392, 1054, 860, 159, 530, 757, 71, 1203, 426, 1525, 2270, 63, 97, 736, 132, 1610, 621, 2331, 60746, 514, 4308, 912, 108493, 101431]"
64,2,0,1.0002164840698242,79066,58961,71678,18293,566381,143517,717125,"[87684, 1383, 26412, 111641, 1530, 554, 47232, 681, 1289, 37, 1008, 188, 44, 1958, 329, 153, 1416, 558, 755, 307, 452, 1931, 2558, 314, 187, 97828, 112, 65, 246, 377, 1459, 2480, 257, 823, 439, 136, 101, 251, 78, 25, 270, 630, 838, 78, 377, 547, 782, 3474, 1185, 1531, 42273, 97, 170, 552, 198, 1748, 75290, 783, 71, 419, 284, 86138, 101789, 2323]"
