threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,1.0000001192092896,137920,90980,124498,42492,984324,335479,1246742
2,0,1.0000008344650269,133259,88715,120205,40468,948974,319295,1202438
4,0,1.0000038146972656,102683,72540,92450,27409,733092,217991,928225
8,0,1.0000320672988892,104563,73522,93900,28228,742789,222103,941252
10,0,1.0000407695770264,107771,75203,97608,29548,767703,232631,973082
20,0,1.0034257173538208,104691,73414,93815,28091,745273,222744,943779
40,0,1.0001347064971924,102568,72416,92557,27316,730691,216763,925816
64,0,1.000499963760376,100449,71056,90191,26341,714132,209095,904772
