threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,1.0000011920928955,1530692.0,781206.0,1492175.0,730783.0,707395.0,345821.0,3730262.0
2,1.0000004768371582,1119439.0,578221.0,1091302.0,527435.0,517936.0,250500.0,2728677.0
4,1.000015139579773,1021108.0,529753.0,995049.0,479182.0,471040.0,226400.0,2487197.0
8,1.0000392198562622,549705.0,296710.0,534479.0,245965.0,252451.0,116329.0,1336635.0
10,1.000044584274292,502332.0,272764.0,488051.0,222343.0,230899.0,104883.0,1221282.0
20,1.0002962350845337,507729.0,271828.0,493535.0,229655.0,233629.0,108607.0,1234893.0
40,1.0003993511199951,470052.0,241903.0,456620.0,220536.0,216088.0,104408.0,1142760.0
64,1.0008423328399658,448026.0,238050.0,434701.0,202923.0,206059.0,96495.0,1088786.0
