threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,5.000000476837158,3555802,1781505,3470644,1731199,1646974,820927,8673420
2,0,5.0000081062316895,1975849,1002229,1934338,952339,915190,451321,4825377
4,0,5.000007152557373,840507,439459,815381,388570,386874,184714,2042762
8,0,5.000025272369385,699476,370475,681315,320013,323885,152114,1704676
10,0,5.000033855438232,623838,333871,608926,283416,288190,133644,1520954
20,0,5.000045299530029,625387,334227,608756,283827,288771,134106,1522914
40,0,5.000110626220703,615741,329122,599653,278755,284376,132290,1499770
64,0,5.000426292419434,605055,323413,587409,273049,277956,128931,1470420
