threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,5.000000476837158,2891220,1453838,2822898,1403267,1339227,665670,7053345
2,0,5.000007152557373,2032979,1023361,1956116,972209,925653,460194,4914748
4,0,5.00000524520874,783460,411659,760510,361072,360100,170787,1904070
8,0,5.000028610229492,675400,358658,657198,307924,311338,145926,1643936
40,0,5.000080108642578,616040,329357,599535,278585,284226,132127,1499801
64,0,5.00040864944458,605248,324843,589244,274002,278485,129334,1472977
