threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,5.000000476837158,3314179.0,1662414.0,3235072.0,1611597.0,1534776.0,764325.0,8084027.0
2,5.000000953674316,1427424.0,735598.0,1415821.0,685434.0,671570.0,325841.0,3514815.0
4,5.0000128746032715,733034.0,387305.0,712491.0,336615.0,337886.0,159393.0,1783411.0
8,5.000021457672119,683080.0,362411.0,664633.0,311994.0,316071.0,148179.0,1663784.0
20,5.000068664550781,621049.0,331801.0,604803.0,281364.0,286275.0,133786.0,1512127.0
40,5.000125885009766,600889.0,321202.0,583867.0,270419.0,276468.0,128360.0,1461224.0
64,5.000487327575684,598264.0,320889.0,582024.0,270213.0,275473.0,127851.0,1455761.0
