threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,5.000000476837158,2891220.0,1453838.0,2822898.0,1403267.0,1339227.0,665670.0,7053345.0
2,5.000007152557373,2032979.0,1023361.0,1956116.0,972209.0,925653.0,460194.0,4914748.0
4,5.00000524520874,783460.0,411659.0,760510.0,361072.0,360100.0,170787.0,1904070.0
8,5.000028610229492,675400.0,358658.0,657198.0,307924.0,311338.0,145926.0,1643936.0
40,5.000080108642578,616040.0,329357.0,599535.0,278585.0,284226.0,132127.0,1499801.0
64,5.00040864944458,605248.0,324843.0,589244.0,274002.0,278485.0,129334.0,1472977.0
