threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,5.000000476837158,3555802.0,1781505.0,3470644.0,1731199.0,1646974.0,820927.0,8673420.0
2,5.0000081062316895,1975849.0,1002229.0,1934338.0,952339.0,915190.0,451321.0,4825377.0
4,5.000007152557373,840507.0,439459.0,815381.0,388570.0,386874.0,184714.0,2042762.0
8,5.000025272369385,699476.0,370475.0,681315.0,320013.0,323885.0,152114.0,1704676.0
10,5.000033855438232,623838.0,333871.0,608926.0,283416.0,288190.0,133644.0,1520954.0
20,5.000045299530029,625387.0,334227.0,608756.0,283827.0,288771.0,134106.0,1522914.0
40,5.000110626220703,615741.0,329122.0,599653.0,278755.0,284376.0,132290.0,1499770.0
64,5.000426292419434,605055.0,323413.0,587409.0,273049.0,277956.0,128931.0,1470420.0
