threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,5.0,2761367.0,1389552.0,2696133.0,1339035.0,1278963.0,635216.0,6736463.0
2,5.000002861022949,1209216.0,626448.0,1197670.0,576457.0,566185.0,273099.0,2973071.0
4,5.000011444091797,718615.0,380387.0,698919.0,329617.0,331655.0,156045.0,1749189.0
8,5.000011920928955,667392.0,354540.0,649243.0,304012.0,308471.0,144751.0,1625106.0
10,5.0000386238098145,671604.0,357168.0,655374.0,306749.0,310817.0,145320.0,1637795.0
20,5.000046253204346,640294.0,341075.0,622070.0,290331.0,295023.0,137584.0,1557387.0
