threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,5.000000476837158,3234490.0,1623103.0,3157336.0,1572400.0,1497869.0,745808.0,7889695.0
2,5.000000953674316,2299748.0,1161959.0,2248813.0,1111938.0,1067046.0,527634.0,5615607.0
4,5.000005722045898,960812.0,498530.0,931538.0,447774.0,441277.0,212114.0,2333627.0
8,5.000028610229492,670334.0,356367.0,651744.0,305627.0,308474.0,144425.0,1630552.0
10,5.000026702880859,651051.0,346520.0,632602.0,295994.0,300876.0,140793.0,1584529.0
20,5.0000481605529785,640406.0,341573.0,623103.0,290792.0,294532.0,137523.0,1558041.0
40,5.000092506408691,613805.0,328374.0,598036.0,277774.0,283402.0,131323.0,1495243.0
64,5.000522136688232,608851.0,326194.0,593709.0,275534.0,280609.0,130220.0,1483169.0
