threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,operations_per_thread
1,0,0,1.0000003576278687,646221,345247,632450,294586,299948,139933,1578619,[1578619]
2,0,0,1.000001072883606,455493,251944,450612,201737,214382,95943,1120487,"[564356, 556131]"
4,0,0,1.0000184774398804,203990,125944,197882,76097,94585,36114,496457,"[120189, 108058, 132511, 135699]"
8,0,0,1.000012755393982,141990,94051,138087,46734,65243,22181,345320,"[43179, 45377, 41229, 41268, 44984, 42951, 43509, 42823]"
10,0,0,1.0000182390213013,136474,91300,133141,43945,63004,20804,332619,"[32843, 31769, 31597, 32451, 34534, 33179, 35556, 32541, 33132, 35017]"
20,0,0,1.0000503063201904,135261,90526,131743,43538,62513,20405,329517,"[16845, 15549, 15749, 16719, 17249, 16182, 18038, 16387, 15883, 17749, 15833, 17479, 16330, 17427, 15654, 15547, 15855, 16192, 16103, 16747]"
40,0,0,1.0001102685928345,132337,89229,128516,42133,61095,20176,321948,"[7769, 7960, 7810, 7670, 8242, 7904, 8818, 8069, 8512, 8466, 7865, 8378, 7737, 8325, 7935, 7617, 8529, 7921, 7689, 7816, 8796, 8634, 7895, 7747, 8336, 7737, 7798, 7805, 7857, 8652, 7915, 7470, 7983, 7774, 8348, 7719, 8414, 7881, 7716, 8439]"
64,0,0,1.000503420829773,123406,84147,119572,37880,56908,18012,299886,"[4504, 4160, 4592, 4379, 4936, 4610, 4653, 4548, 4738, 4500, 5001, 4709, 4502, 4957, 4745, 4282, 4514, 4842, 4894, 4611, 4477, 4825, 4910, 4599, 4679, 4512, 4428, 4553, 4728, 4690, 4707, 4511, 4756, 4806, 4908, 4803, 4663, 4651, 4235, 4718, 4697, 4683, 4686, 4764, 4570, 5091, 4589, 4777, 4862, 4934, 4755, 4753, 4715, 4716, 4679, 4646, 4665, 4887, 4839, 4552, 4968, 4898, 4723, 4601]"
