threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,1.0000004768371582,653364,347595,636571,296998,300846,140701,1590781
2,0,1.0000050067901611,302106,175985,302210,125992,142330,59717,746646
4,0,1.0000125169754028,168283,107643,163461,58664,77266,27867,409010
8,0,1.0000180006027222,155066,100790,150542,52606,71525,24881,377133
10,0,1.0000401735305786,129030,87327,125010,40411,58996,19266,313036
20,0,1.0000438690185547,121818,83432,118913,37439,56253,17718,296984
40,0,1.000103235244751,118526,81731,115540,35918,54641,17178,288707
64,0,1.0004498958587646,122060,83469,118536,37461,56211,17759,296807
