threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,5.000000476837158,3234490,1623103,3157336,1572400,1497869,745808,7889695
2,0,5.000000953674316,2299748,1161959,2248813,1111938,1067046,527634,5615607
4,0,5.000005722045898,960812,498530,931538,447774,441277,212114,2333627
8,0,5.000028610229492,670334,356367,651744,305627,308474,144425,1630552
10,0,5.000026702880859,651051,346520,632602,295994,300876,140793,1584529
20,0,5.0000481605529785,640406,341573,623103,290792,294532,137523,1558041
40,0,5.000092506408691,613805,328374,598036,277774,283402,131323,1495243
64,0,5.000522136688232,608851,326194,593709,275534,280609,130220,1483169
