threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,5.000000953674316,3181805,1597139,3106373,1546741,1473831,733804,7762009
2,0,5.0000104904174805,1360189,702712,1350029,652489,640089,309008,3350307
4,0,5.0000104904174805,704663,372879,685853,322166,325895,153764,1716411
8,0,5.000030517578125,597220,319849,581802,269135,275976,128099,1454998
10,0,5.000027656555176,644900,343785,629667,293416,298930,139655,1573497
20,0,5.000046730041504,639871,341365,622791,290950,294734,137837,1557396
40,0,5.000096797943115,624229,332825,606045,282329,287155,133762,1517429
