threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,5.0,2761367,1389552,2696133,1339035,1278963,635216,6736463
2,0,5.000002861022949,1209216,626448,1197670,576457,566185,273099,2973071
4,0,5.000011444091797,718615,380387,698919,329617,331655,156045,1749189
8,0,5.000011920928955,667392,354540,649243,304012,308471,144751,1625106
10,0,5.0000386238098145,671604,357168,655374,306749,310817,145320,1637795
20,0,5.000046253204346,640294,341075,622070,290331,295023,137584,1557387
