threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,1.0000004768371582,653364.0,347595.0,636571.0,296998.0,300846.0,140701.0,1590781.0
2,1.0000050067901611,302106.0,175985.0,302210.0,125992.0,142330.0,59717.0,746646.0
4,1.0000125169754028,168283.0,107643.0,163461.0,58664.0,77266.0,27867.0,409010.0
8,1.0000180006027222,155066.0,100790.0,150542.0,52606.0,71525.0,24881.0,377133.0
10,1.0000401735305786,129030.0,87327.0,125010.0,40411.0,58996.0,19266.0,313036.0
20,1.0000438690185547,121818.0,83432.0,118913.0,37439.0,56253.0,17718.0,296984.0
40,1.000103235244751,118526.0,81731.0,115540.0,35918.0,54641.0,17178.0,288707.0
64,1.0004498958587646,122060.0,83469.0,118536.0,37461.0,56211.0,17759.0,296807.0
