threads,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,5.000000476837158,3375775.0,1692603.0,3294959.0,1642003.0,1563282.0,778647.0,8234016.0
2,5.000007629394531,2181576.0,1098547.0,2107376.0,1047998.0,999215.0,496824.0,5288167.0
4,5.000015735626221,762570.0,401807.0,740042.0,350923.0,351172.0,166002.0,1853784.0
8,5.000033855438232,690180.0,366034.0,672006.0,315143.0,318602.0,149292.0,1680788.0
