threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,5.0,4326801,2161298,4220872,2110967,2005929,1002691,10553602
2,0,5.000000953674316,1729355,879361,1689717,828888,801038,394610,4220110
4,0,5.000004291534424,1347390,691032,1314942,640232,624000,303471,3286332
8,0,5.00001859664917,1289677,662354,1258256,611884,597583,290996,3145516
10,0,5.00002384185791,1342336,688488,1310233,637821,620721,302136,3273290
20,0,5.0000762939453125,1743599,886336,1702184,835842,806092,396562,4251875
40,0,5.000202178955078,1637450,834371,1598879,783383,757481,371714,3993810
64,0,5.000243186950684,1189982,613438,1160959,563036,549753,266928,2900694
