threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,operations_per_thread
1,0,0,1.000000238418579,912382,476590,891401,426122,423524,202285,2227307,[2227307]
1,1,0,1.0000003576278687,921416,481054,900429,430670,427748,204370,2249593,[2249593]
1,2,0,1.0000005960464478,920258,480447,899299,430097,427171,204079,2246728,[2246728]
2,0,0,1.0000014305114746,531204,287432,517217,236706,245688,113017,1294109,"[647420, 646689]"
2,1,0,1.0000011920928955,531503,287873,518325,237454,246012,112981,1295840,"[648436, 647404]"
2,2,0,1.000001072883606,532341,288349,519466,237627,246334,113385,1298141,"[649378, 648763]"
4,0,0,1.0000050067901611,358426,202820,350643,152274,166072,72015,875141,"[201589, 260066, 104186, 309300]"
4,1,0,1.0000052452087402,343329,194951,333264,144238,158722,68479,835315,"[194973, 285079, 51210, 304053]"
4,2,0,1.0000056028366089,270403,159176,265215,109183,125593,51778,661211,"[111827, 154610, 167075, 227699]"
8,0,0,1.0000191926956177,268771,158311,261780,107857,124336,51224,654887,"[75916, 139244, 47034, 58537, 26535, 75890, 45136, 186595]"
8,1,0,1.0000205039978027,228803,138053,222904,88038,106006,41807,557713,"[34410, 165569, 175857, 157442, 4631, 13715, 4267, 1822]"
8,2,0,1.0000195503234863,233169,140557,227031,90466,107956,42980,568156,"[19759, 163927, 191975, 167867, 4667, 13731, 4373, 1857]"
10,0,0,1.0000207424163818,231057,139428,225371,89386,106913,42753,563341,"[137554, 48465, 44839, 45085, 19384, 12253, 135308, 41660, 42945, 35848]"
10,1,0,1.0000239610671997,216569,132058,211265,82280,100430,39442,528264,"[14759, 111083, 16064, 26201, 41682, 3803, 183538, 120565, 1589, 8980]"
10,2,0,1.000024437904358,215664,131556,210176,81804,100162,39126,526002,"[13468, 109369, 17667, 28358, 42075, 5166, 183897, 119876, 2217, 3909]"
20,0,0,1.0000784397125244,346597,196474,337982,145811,161164,69723,845743,"[615, 261783, 3370, 3489, 2930, 136550, 267038, 1702, 78, 1656, 3559, 896, 2818, 736, 2021, 143432, 1990, 3019, 853, 7208]"
20,1,0,1.0000585317611694,358919,202790,349332,152201,166112,72425,874363,"[20505, 400877, 3116, 3336, 3250, 8776, 400978, 2765, 74, 261, 113, 63, 3063, 73, 3023, 258, 3013, 224, 255, 20340]"
20,2,0,1.000077486038208,360340,203096,350883,152420,167022,72790,878245,"[20884, 405225, 2472, 3245, 3186, 8623, 405219, 2497, 64, 245, 132, 68, 2987, 475, 905, 282, 457, 273, 197, 20809]"
40,0,0,1.000152587890625,285514,166344,277096,115672,132238,54816,694848,"[456, 84428, 4582, 2476, 2401, 78672, 69732, 1753, 300, 1880, 399, 248, 210, 210, 1662, 399, 250, 675, 124, 144262, 584, 1499, 1633, 1899, 735, 330, 1919, 179, 177, 230, 320, 613, 86519, 129321, 1755, 4184, 786, 280, 64876, 1890]"
40,1,0,1.0001715421676636,310818,178742,303678,128621,143965,61068,758461,"[3194, 2813, 2547, 4264, 113971, 88764, 113587, 2053, 74, 3025, 2747, 3782, 1418, 60, 1177, 112037, 4831, 137319, 4353, 6053, 904, 2475, 120281, 373, 19077, 111, 184, 70, 1710, 170, 33, 648, 1246, 2122, 129, 194, 80, 67, 243, 275]"
40,2,0,1.0001766681671143,316549,181686,308615,131140,146524,62450,771688,"[1473, 1685, 12, 4613, 139905, 84845, 118924, 1565, 199, 1478, 1189, 1201, 1864, 98, 1212, 118593, 7744, 144887, 8079, 5430, 442, 1060, 120089, 315, 14, 56, 328, 260, 1414, 169, 265, 569, 167, 268, 271, 57, 197, 233, 265, 253]"
64,0,0,1.0004090070724487,230376,138926,224258,88883,106587,42380,561221,"[50854, 1923, 18721, 17307, 56777, 88464, 71039, 8218, 852, 1437, 214, 2091, 22374, 26, 181, 58841, 3707, 20545, 615, 2396, 988, 1398, 391, 547, 61803, 719, 78, 128, 1185, 362, 210, 2073, 209, 141, 459, 469, 960, 716, 133, 248, 392, 3889, 720, 723, 320, 8764, 1445, 2732, 74, 522, 1694, 808, 1378, 8084, 1861, 549, 23528, 82, 441, 297, 825, 1110, 1022, 162]"
64,1,0,1.0003663301467896,237009,142117,231050,91922,110055,43844,578114,"[78397, 2009, 85446, 27754, 66470, 35651, 78263, 1884, 839, 185, 204, 2513, 3636, 29, 654, 68575, 1556, 1532, 562, 2255, 27, 1618, 302, 429, 92345, 1146, 49, 51, 1013, 317, 235, 1493, 92, 240, 1418, 1382, 1433, 1114, 114, 129, 1119, 177, 856, 546, 147, 382, 173, 734, 37, 385, 1615, 8, 2984, 294, 1936, 343, 99, 85, 540, 292, 216, 795, 815, 175]"
64,2,0,1.0002143383026123,234084,140548,227750,90384,108425,43175,570259,"[76693, 1027, 3641, 92763, 63756, 66256, 77637, 28269, 806, 430, 255, 2413, 1521, 34, 610, 26733, 860, 1629, 557, 2293, 18, 1971, 99, 361, 2203, 1294, 85, 185, 335, 187, 253, 519, 326, 251, 113, 1450, 1352, 90978, 36, 1575, 162, 1725, 787, 1044, 2331, 500, 623, 398, 94, 248, 1880, 59, 2993, 291, 1866, 193, 293, 102, 557, 173, 782, 813, 381, 190]"
