threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,1.0,478224,261215,464806,210354,219954,99817,1162984
2,0,1.0000008344650269,520678,282486,506575,231894,239624,109659,1266877
4,0,1.0000123977661133,323967,185177,313569,134540,148462,63849,785998
8,0,1.0012494325637817,295890,171185,286405,120590,135574,57294,717869
10,0,1.010711908340454,198012,123014,192444,73279,90440,34643,480896
20,0,1.0001723766326904,273890,160211,265542,109600,125968,52476,665400
40,0,1.0005061626434326,304870,175577,295723,124995,140253,59601,740846
64,0,1.0003632307052612,300519,173634,291251,122816,137999,58352,729769
