threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,basic_correctness_test_success,operations_per_thread
1,0,0,5.000000953674316,4467406,2230421,4357602,2179954,2070469,1035341,10895477,1,[10895477]
1,1,0,5.0,4487259,2240243,4376837,2189722,2079697,1039885,10943793,1,[10943793]
1,2,0,5.000000476837158,4482593,2237926,4372338,2187434,2077508,1038821,10932439,1,[10932439]
2,0,0,5.000009059906006,2081271,1053047,2032360,1002529,963263,476465,5076894,1,"[2523936, 2552958]"
2,1,0,5.000000953674316,1932288,980171,1888416,929583,894971,440299,4715675,1,"[2471805, 2243870]"
2,2,0,5.000010967254639,1926152,977476,1883183,926891,892463,439715,4701798,1,"[2462331, 2239467]"
4,0,0,5.000010013580322,1108203,570949,1077673,520254,512174,247832,2698050,1,"[889051, 853531, 710765, 244703]"
4,1,0,5.000006675720215,1194062,614117,1162527,563484,551262,267424,2907851,1,"[977973, 939531, 508555, 481792]"
4,2,0,5.000005722045898,1077186,556858,1049700,506092,498034,240984,2624920,1,"[867435, 849097, 181274, 727114]"
8,0,0,5.0000176429748535,1344609,689682,1311844,639142,622372,303491,3278825,1,"[13349, 260509, 51404, 68214, 218666, 1185789, 466525, 1014369]"
8,1,0,5.000041484832764,1281366,658836,1250887,608350,593098,288609,3125351,1,"[1116283, 757516, 71346, 39956, 7996, 149658, 96045, 886551]"
8,2,0,5.0000224113464355,1307376,671371,1275310,620958,604967,294248,3187653,1,"[79979, 1077391, 627509, 68315, 44660, 1093936, 14545, 181318]"
10,0,0,5.000021457672119,1311471,672834,1279249,622123,606778,295383,3197498,1,"[37842, 1108198, 367363, 322297, 8175, 589722, 535438, 70225, 44068, 114170]"
10,1,0,5.000027656555176,1211936,624728,1182202,574145,560187,272228,2954325,1,"[70116, 521662, 10080, 666603, 16325, 7949, 1006906, 215336, 39602, 399746]"
10,2,0,5.000029563903809,1131890,584156,1104486,533559,524818,253501,2761194,1,"[69789, 9377, 8005, 701687, 24131, 8024, 958340, 289598, 38784, 653459]"
20,0,0,5.000077247619629,1793430,911265,1751442,860749,829701,408258,4374573,1,"[12368, 5526, 2746, 12530, 16587, 22166, 100038, 13491, 3517, 20873, 19757, 5315, 26352, 9132, 33657, 30392, 2010768, 5511, 885, 2022962]"
