threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,1.0000004768371582,895112,466981,871625,416279,413956,197679,2180693
2,0,1.000010371208191,358288,202285,348955,151549,164757,71887,872000
4,0,1.0000051259994507,260723,154232,254030,104007,120424,49242,635177
8,0,1.0000182390213013,239063,143209,231859,92938,109478,44145,580400
10,0,1.0000237226486206,213572,130429,207021,80551,98248,38469,518841
20,0,1.0000876188278198,338884,192301,327897,141706,155418,67109,822199
40,0,1.0001450777053833,321533,183419,311386,132807,147312,63166,780231
64,0,1.0002565383911133,237472,142664,231475,92610,109678,43526,578625
