threads,repetition,prefill_count,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations,basic_correctness_test_success,operations_per_thread
1,0,0,1.000000238418579,207872,125946,188576,74406,1489784,589433,1886232,1,[1886232]
2,0,0,1.0000005960464478,128219,85982,115532,37942,909670,297701,1153421,1,"[556465, 596956]"
4,0,0,1.0000056028366089,50637,41041,45310,8514,358959,67937,454906,1,"[112523, 103730, 119665, 118988]"
8,0,0,1.0000227689743042,44362,36843,39859,6826,314410,53773,398631,1,"[51452, 49026, 50150, 47883, 50521, 49715, 49871, 50013]"
10,0,0,1.000016212463379,42418,35347,38226,6269,303896,50329,384540,1,"[38952, 37634, 37079, 36617, 39275, 38115, 37485, 40054, 39658, 39671]"
20,0,0,1.0000478029251099,44836,37121,40225,7036,317529,54992,402590,1,"[20796, 19991, 19226, 18865, 19571, 19783, 19436, 20595, 20479, 20604, 19630, 20208, 21275, 19791, 20268, 20943, 19374, 20621, 20752, 20382]"
40,0,0,1.0000951290130615,40638,34213,35974,5693,285734,45578,362346,1,"[9037, 9027, 8813, 8692, 9155, 9012, 8819, 8989, 9406, 9021, 8967, 9059, 8826, 9133, 8982, 9460, 9105, 9162, 9390, 9289, 9016, 9353, 8727, 9482, 8633, 9094, 8783, 9536, 8936, 8984, 9643, 9028, 8778, 9108, 8863, 8806, 8983, 9119, 9054, 9076]"
64,0,0,1.000523567199707,37189,31656,33441,4922,263608,39234,334238,1,"[5002, 5263, 5181, 5118, 5281, 5366, 5296, 5092, 5232, 5485, 5233, 5329, 5290, 5209, 4987, 4860, 5190, 5367, 5112, 5271, 5115, 5303, 5276, 5364, 5279, 5320, 5230, 5294, 5052, 4961, 5460, 5252, 5158, 5423, 5129, 5277, 5492, 5311, 5252, 5348, 5069, 5494, 5261, 5369, 5039, 5190, 5005, 5239, 5189, 5024, 5128, 5216, 5097, 5369, 5536, 5154, 5178, 5024, 5342, 5252, 5277, 5193, 4910, 5223]"
