threads,repetitions_per_point,time,total_inserts,successful_inserts,total_deletes,successful_deletes,total_contains,successful_contains,total_operations
1,0,5.000000953674316,486736,259308,441777,206657,3497494,1639723,4426007
2,0,5.000000953674316,497705,263466,449119,210751,3553669,1673529,4500493
4,0,5.010047912597656,421008,227770,379767,174960,3006492,1385317,3807267
8,0,5.000036239624023,448627,240892,405108,188313,3203386,1485941,4057121
10,0,5.000051975250244,441420,236999,398964,184606,3154676,1460620,3995060
20,0,5.0001091957092285,433827,233868,391688,181240,3099594,1429825,3925109
40,0,5.000228404998779,415845,225037,375119,172404,2967495,1364437,3758459
